"PTor-timestamp","PTor-servo1","PTor-servo4","PTor-servo5","PTor-servo2","PTor-servo3","PTor-servo6","DTor-timestamp","DTor-servo1","DTor-servo4","DTor-servo5","DTor-servo2","DTor-servo3","DTor-servo6",,"PTal-timestamp","PTal-servo1","PTal-servo4","PTal-servo5","PTal-servo2","PTal-servo3","PTal-servo6","DTal-timestamp","DTal-servo1","DTal-servo4","DTal-servo5","DTal-servo2","DTal-servo3","DTal-servo6","operationApplied",
"7000","90.0","86.0","90.0","55.0","170.0","10.0","7000","90.0","86.0","90.0","55.0","170.0","10.0"," ","6900","90.0","86.0","90.0","55.0","170.0","10.0","6600","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7100","90.0","86.0","90.0","55.0","170.0","10.0","7100","90.0","86.0","90.0","55.0","170.0","10.0"," ","7000","90.0","86.0","90.0","55.0","170.0","10.0","6700","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7200","90.0","86.0","90.0","55.0","170.0","10.0","7200","90.0","86.0","90.0","55.0","170.0","10.0"," ","7100","90.0","86.0","90.0","55.0","170.0","10.0","6800","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7300","90.0","86.0","90.0","55.0","170.0","10.0","7300","90.0","86.0","90.0","55.0","170.0","10.0"," ","7200","90.0","86.0","90.0","55.0","170.0","10.0","6900","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7400","90.0","86.0","90.0","55.0","170.0","10.0","7400","90.0","86.0","90.0","55.0","170.0","10.0"," ","7300","90.0","86.0","90.0","55.0","170.0","10.0","7000","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7500","90.0","86.0","90.0","55.0","170.0","10.0","7500","90.0","86.0","90.0","55.0","170.0","10.0"," ","7400","90.0","86.0","90.0","55.0","170.0","10.0","7100","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7600","90.0","86.0","90.0","55.0","170.0","10.0","7600","90.0","86.0","90.0","55.0","170.0","10.0"," ","7500","90.0","86.0","90.0","55.0","170.0","10.0","7200","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7700","90.0","86.0","90.0","55.0","170.0","10.0","7700","90.0","86.0","90.0","55.0","170.0","10.0"," ","7600","90.0","86.0","90.0","55.0","170.0","10.0","7300","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7800","90.0","86.0","90.0","55.0","170.0","10.0","7800","90.0","86.0","90.0","55.0","170.0","10.0"," ","7700","90.0","86.0","90.0","55.0","170.0","10.0","7400","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"7900","90.0","86.0","90.0","55.0","170.0","10.0","7900","90.0","86.0","90.0","55.0","170.0","10.0"," ","7800","90.0","86.0","90.0","55.0","170.0","10.0","7500","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8000","90.0","86.0","90.0","55.0","170.0","10.0","8000","90.0","86.0","90.0","55.0","170.0","10.0"," ","7900","90.0","86.0","90.0","55.0","170.0","10.0","7600","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8100","90.0","86.0","90.0","55.0","170.0","10.0","8100","90.0","86.0","90.0","55.0","170.0","10.0"," ","8000","90.0","86.0","90.0","55.0","170.0","10.0","7700","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8200","90.0","86.0","90.0","55.0","170.0","10.0","8200","90.0","86.0","90.0","55.0","170.0","10.0"," ","8100","90.0","86.0","90.0","55.0","170.0","10.0","7800","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8300","90.0","86.0","90.0","55.0","170.0","10.0","8300","90.0","86.0","90.0","55.0","170.0","10.0"," ","8200","90.0","86.0","90.0","55.0","170.0","10.0","7900","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8400","82.0","86.0","90.0","57.0","163.0","12.0","8400","90.0","86.0","90.0","55.0","170.0","10.0"," ","8300","90.0","86.0","90.0","55.0","170.0","10.0","8000","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8500","68.0","86.0","90.0","63.0","151.0","17.0","8500","90.0","86.0","90.0","55.0","170.0","10.0"," ","8400","82.0","86.0","90.0","57.0","163.0","12.0","8100","90.0","86.0","90.0","55.0","170.0","10.0","Match"
"8600","54.0","87.0","90.0","68.0","138.0","22.0","8600","90.0","86.0","90.0","55.0","170.0","10.0"," ","-","-","-","-","-","-","-","8200","90.0","86.0","90.0","55.0","170.0","10.0","Insertion"
